card1,card2,card3,card4,card5,card6,bet1,bet2,bet3,result
7S,6C,TS,QH,6H,7H,c,r,r,win
TC,TH,6C,6D,QC,JH,c,r,r,win
TS,7S,8H,KD,JH,8C,r,r,r,loss
JH,AH,9H,6S,8S,JC,c,r,r,win
JD,KC,7D,AD,QC,6C,r,r,r,loss
JS,9S,7C,6C,TC,8D,r,c,c,win
JC,TD,KS,7C,AD,QS,c,c,c,win
TS,7D,KS,KD,7C,QH,c,r,r,win
KD,9C,AS,TC,KC,JD,c,c,c,win
AC,KH,AD,9S,KD,9D,c,c,r,win
6C,6H,TH,QS,9C,AC,c,c,c,win
AC,8H,9D,KC,6D,QS,c,r,r,loss
AD,KS,9C,JS,6D,QS,c,r,r,win
KD,6S,9S,AH,QC,9D,c,c,r,loss
8S,8C,7S,QH,QS,KC,c,r,r,loss
KC,TS,JS,AD,AH,8H,c,r,r,loss
9D,7D,6D,7H,7S,KH,r,r,r,win
KH,AH,8C,9S,KS,8S,c,c,r,loss
TC,QS,8C,6H,KH,AD,r,r,r,loss
AD,JD,KD,TS,7D,KH,c,r,r,loss
QH,TD,6D,9C,JD,7D,c,c,c,win
AD,QS,TS,AC,AH,7C,c,r,r,win
KS,TS,7C,QD,8H,KD,c,c,c,win
8S,8C,JC,8D,AS,6C,c,c,c,win
AS,TD,QH,KC,JS,AD,r,r,r,loss
9H,9D,JH,KC,KD,QC,c,r,r,loss
AC,9D,8D,QC,6S,TC,c,c,c,win
AS,KC,QC,TC,AD,9H,r,r,r,win
AH,QH,6D,7C,9H,7H,c,r,r,win
JH,TH,8S,AD,6S,AS,c,r,r,loss
8S,KD,9D,6D,JD,9S,c,r,r,loss
8C,AH,JC,AS,KS,JS,c,c,r,win
7D,9H,8D,AH,TC,7H,c,r,r,loss
9D,TC,6H,QD,7C,JS,c,r,r,loss
JH,AC,KC,TS,JC,QC,c,r,r,win
8C,KC,7S,QC,7D,AH,r,r,r,loss
AD,TD,JD,9S,KH,7S,c,r,r,loss
QD,9C,7D,9H,AC,7H,c,c,r,win
AH,JH,QD,TS,AD,6C,r,r,r,win
TH,TD,8S,AH,AC,TS,c,r,r,win
TD,6S,QH,TC,9D,QC,c,c,r,win
TH,KS,AC,AD,AH,8H,c,r,r,loss
7H,7S,8C,9H,QC,JS,c,c,c,win
JS,KH,KD,QD,9C,6D,c,r,r,win
KC,AH,JH,QS,6C,8S,c,r,r,loss
AH,AD,QH,6H,7D,JD,c,c,r,loss
8D,KS,QC,8S,9C,KC,c,c,c,win
QC,8S,8D,QH,KS,7C,c,r,r,win
8D,QS,TC,TD,JC,7H,c,r,r,loss
AD,6H,6S,7S,TS,8D,c,c,r,loss
6S,TH,KS,7C,TS,6D,c,r,r,win
AS,7D,AC,TC,KS,QD,c,c,c,win
TD,9S,QD,6S,7S,9H,c,c,r,win
TD,KH,TS,9S,9H,8C,c,r,r,loss
JH,KS,6C,JD,JS,8D,r,r,r,win
QC,8D,9H,AS,6C,8S,c,r,r,win
7D,9C,AH,6H,7C,8C,r,r,r,loss
6C,QS,9D,TD,JC,JD,r,r,r,loss
JC,JS,8S,KD,6C,KC,r,c,r,loss
TH,AC,AD,7H,JC,6H,c,r,r,win
6S,8C,6D,7C,9H,8S,c,r,r,win
6D,TH,7H,KC,9D,6C,c,r,r,loss
7H,AD,KD,JC,9C,KS,c,r,r,loss
7D,7S,QC,8H,8S,8D,c,r,r,win
JS,JD,9C,6S,TH,9H,c,c,r,win
TS,9C,AD,9H,AH,8S,r,r,r,loss
9S,JS,6C,9C,TD,7S,r,c,c,win
9S,TC,8C,QS,6D,8S,c,c,r,loss
QC,KD,TC,JC,AH,AC,c,r,r,win
6D,7H,JH,7C,9C,AD,c,r,r,loss
6H,7S,KD,KC,7D,KS,r,r,r,win
9D,8S,TD,AC,7D,8D,c,r,r,loss
QH,QC,8S,KD,TC,7H,c,c,c,loss
QS,KH,JD,6C,JS,QH,r,r,r,loss
JD,6H,TD,6C,KC,QC,c,r,r,win
9H,AH,KD,TC,9D,AC,c,c,c,win
QD,TD,AH,7D,9H,KC,r,c,r,loss
9S,KS,7D,9H,JH,QS,r,r,r,win
TD,QH,8C,TH,6H,TS,c,c,r,win
KH,JH,8H,AH,TS,6S,r,r,r,loss
AH,7H,QS,TD,7S,7C,r,r,r,win
KD,JS,8C,7D,8D,KC,c,r,r,win
6D,8C,AH,QD,JH,7C,r,r,r,loss
6D,JC,6H,QH,8D,QS,c,r,r,loss
KD,TH,6D,8C,TC,9D,c,r,r,loss
QH,AC,6C,8D,7H,QC,c,r,r,win
KH,QS,8D,QC,JH,JD,r,r,r,win
AH,QC,AS,QD,JS,AC,c,r,r,win
7S,TC,8H,TH,QC,JD,r,r,r,loss
JS,7H,8S,QC,JH,AS,c,r,r,loss
8C,8S,6S,QC,AH,7S,r,r,r,loss
AC,7C,JD,6S,AH,KS,r,r,r,win
TC,QS,8H,JC,TS,JS,c,r,r,win
AC,AH,QH,6S,8C,QD,r,r,r,loss
8H,9C,9S,AS,QH,8S,c,r,r,loss
QC,7H,7S,QH,TS,QD,c,c,r,win
KD,9H,9D,6C,QH,7D,r,c,c,win
7H,7D,AS,TD,AC,TS,c,r,r,loss
QC,TD,TH,6S,9D,JD,r,r,r,loss
6C,TC,7S,9S,KS,TD,c,r,r,loss
QH,7H,QS,9C,KS,8H,c,c,c,win
9H,AD,KH,6C,TD,KC,c,c,r,loss
KD,6H,AD,TC,9C,7S,r,c,c,loss
JC,QD,KD,JD,TC,QS,c,c,r,loss
TD,JD,8S,6H,6D,6S,c,r,r,win
JC,7C,TH,9S,8C,TC,r,c,r,loss
AC,AD,KS,JH,6C,JS,c,c,r,win
JS,8H,9S,6S,8S,TS,c,c,r,loss
7H,6D,AD,QH,8D,TS,c,r,r,loss
9D,7S,KS,QC,TH,6H,c,c,c,win
6C,7D,6S,AH,AC,QD,c,r,r,loss
7H,6C,9H,KD,QS,9C,c,r,r,loss
JS,AS,KS,9S,8C,AC,c,r,r,win
QD,6D,9S,KS,7C,8S,r,r,r,loss
AH,7D,8S,KH,7S,AS,c,r,r,win
8C,QD,6D,6C,TH,9C,c,r,r,loss
6C,8S,TS,6D,7S,9S,r,r,r,win
QH,JH,QD,6C,7D,8H,c,c,c,win
QD,9H,KD,TC,8C,8D,c,c,r,win
TS,AC,8H,8C,AS,JD,r,r,r,win
6S,AH,TD,TC,7C,8D,c,r,r,win
7H,QC,6H,7D,AC,JH,c,c,r,loss
7C,6D,JH,TH,JC,TS,c,r,r,loss
QD,KH,6H,8H,AC,QC,r,r,r,loss
QC,JH,7H,QS,TS,7S,c,c,r,win
AD,9D,9H,AH,KC,AS,c,c,r,win
QC,AS,9H,TC,TD,AD,c,r,r,loss
AD,KS,JH,TS,7C,9D,r,r,r,loss
QS,6S,7C,7D,JH,9C,c,r,r,loss
TD,AS,8H,QD,QH,7S,r,r,r,loss
8S,8C,JS,QC,TD,AH,c,r,r,loss
TC,9D,9C,KC,AH,AD,r,r,r,loss
KC,9S,AD,9H,KH,QS,c,c,r,loss
8H,6S,QD,QC,8S,KC,r,r,r,win
AH,QH,7C,8D,KD,7D,c,c,r,loss
QS,6S,KS,8C,AS,QC,c,c,c,win
7S,9H,KD,QS,7D,KC,c,c,r,loss
7H,TH,QC,8D,KS,QH,c,r,r,loss
TS,6D,JS,TD,7H,KH,r,c,r,loss
9C,JD,JC,AD,9D,6H,r,c,c,win
7S,KS,TD,JD,9H,AH,c,c,r,win
8S,6C,7S,TH,6D,KC,r,c,c,win
QH,TH,AS,JD,AC,QD,c,r,r,win
8C,8S,7D,6H,QH,JH,c,r,r,loss
6D,9D,QS,TH,9S,8C,c,c,r,loss
8S,8D,QC,QD,TC,7S,c,r,r,loss
6C,6D,9D,QC,7S,9H,c,c,r,loss
QD,KC,6S,TS,8H,QC,r,c,c,win
QS,7S,6D,7D,JH,6H,r,c,r,win
TD,6D,AS,6C,6S,AC,c,r,r,loss
9C,8H,JH,TC,AC,KH,c,r,r,win
6D,JH,QD,KC,AC,8C,c,c,r,loss
9S,QC,8S,JH,KD,QD,c,c,c,win
JH,QS,JS,AC,TH,8H,c,r,r,loss
6D,AH,JC,KS,7C,7D,c,r,r,loss
AC,QC,9H,7D,TD,JD,c,c,r,loss
9S,AD,8C,8S,9C,KD,c,r,r,loss
8H,9S,7H,8S,QC,TS,r,r,r,win
QD,6D,6S,TH,7D,7H,c,r,r,loss
JH,9C,JD,AH,7D,TS,c,c,c,win
TS,AS,9D,TC,6S,8S,c,c,r,win
JC,QH,9C,QS,QC,7S,c,r,r,win
KH,AS,AC,9C,KC,TS,c,c,c,win
7C,TD,TH,6C,8S,JS,r,r,r,win
QD,8C,JD,8H,8S,TH,c,r,r,win
KD,TD,QH,KH,8H,QD,r,r,r,win
AH,AC,9D,9H,TS,9C,c,r,r,win
TC,JH,JC,KD,QC,KS,c,c,r,loss
KD,TD,6H,AS,9D,AD,c,r,r,loss
6D,QH,8D,KS,6C,AH,c,c,r,loss
8S,AH,TC,6D,8H,TD,c,c,r,loss
6D,QC,KC,KH,9S,9H,c,r,r,win
KD,6C,TS,JC,JD,6H,c,r,r,loss
JH,7D,AD,9H,QH,TD,c,c,r,loss
7C,AH,7S,QC,KD,QD,c,c,r,loss
7S,AD,KD,JS,7H,TD,c,r,r,loss
6S,6D,QS,6H,8C,JC,c,r,r,win
QD,KD,7H,6D,AS,JS,c,r,r,loss
8S,8H,AH,9H,AC,AD,c,r,r,win
TS,TH,9C,AD,AS,8C,c,r,r,win
AD,9S,8H,KH,JH,9D,c,r,r,loss
6C,QS,AH,KS,6D,JC,r,r,r,loss
JH,6H,AS,AD,QH,7C,c,r,r,loss
8C,7D,QD,KS,9C,TS,c,r,r,loss
AH,TC,8D,KD,7C,7H,c,c,r,loss
6D,TD,7D,8H,8S,KC,c,r,r,win
6S,AS,QS,JD,TC,JH,c,r,r,loss
7D,6D,KH,9D,7H,AC,c,c,c,win
KC,8D,TD,6S,QS,9C,c,r,r,loss
9H,AC,6H,7S,9S,TD,c,c,r,win
8D,8S,8H,TD,9H,KD,c,r,r,win
6S,7S,QS,JC,8S,6D,c,c,c,loss
6S,7H,AC,6H,6C,AD,c,r,r,win
TS,KH,QC,8H,7S,QS,c,r,r,loss
9D,7H,TS,QC,KC,AS,r,r,r,loss
9H,JH,8C,QS,7D,KS,c,c,r,win
6S,TS,TH,7C,JH,KC,r,c,r,win
9C,9S,8C,TH,TD,QS,c,r,r,win
QD,7C,QS,AS,6C,JD,c,r,r,win
8C,TD,AD,6C,8H,7C,r,c,c,loss
AC,9C,6C,6S,8H,7C,c,r,r,loss
AC,8S,JH,6D,8C,TH,c,r,r,win
KS,6S,AS,6H,AC,8D,r,r,r,loss
AC,KH,8S,6H,TS,6S,c,r,r,loss
JS,QS,AH,TC,QD,8D,c,c,c,win
JC,QC,8H,9C,TC,6S,c,r,r,win
8C,QH,6S,8S,8D,KD,c,r,r,win
9C,KS,9S,AH,QH,7H,c,r,r,loss
8C,7H,KC,8D,9H,KS,c,r,r,win
KC,JS,TH,QC,6S,9H,c,c,r,win
KH,AH,QH,TD,AS,6C,c,r,r,loss
TH,AS,8D,JH,9S,KC,c,r,r,loss
JD,8D,6D,JC,9D,9C,r,c,r,win
TS,KS,JC,QD,AC,8H,c,r,r,win
AD,6S,QH,8H,QD,9C,c,r,r,win
QH,9S,7H,AC,8H,JC,c,r,r,loss
9H,TH,KC,7S,JH,QC,c,c,r,win
KH,8S,6D,TC,7D,6H,c,r,r,win
TD,QH,8H,JC,6S,7H,c,r,r,win
6D,TC,8H,TS,JC,KC,c,c,c,win
QD,AD,JH,JS,KD,6C,c,r,r,win
JH,6S,6C,8C,KH,QC,c,c,c,win
8C,7H,7S,8D,9H,JD,c,r,r,win
QS,6S,KH,TH,TS,KD,c,r,r,win
7C,KD,8S,9S,TH,6C,c,c,r,win
KH,QS,QH,KS,QD,8S,c,r,r,win
AD,7S,TC,JH,TD,AH,c,r,r,loss
AC,KD,6S,8H,QD,9D,c,c,r,loss
6S,AD,9C,JC,QC,9S,c,r,r,loss
9S,AS,JD,KS,TD,KH,c,r,r,loss
JS,JC,7S,8C,9C,AD,r,r,r,loss
JC,TH,TC,6H,8S,TD,c,r,r,win
QC,9H,6S,TC,8S,JC,c,r,r,win
TC,QD,JC,8D,QC,KD,r,r,r,loss
TS,TH,AH,AC,JS,JD,c,r,r,win
QS,KC,QD,JH,6C,JS,c,c,r,win
AD,9H,8D,AH,JC,8H,c,r,r,loss
KS,QD,6H,AH,8H,JH,r,r,r,loss
KS,6C,8D,8S,KC,9C,c,r,r,win
9H,8C,8D,JS,QC,JD,c,r,r,loss
8S,TS,KD,9S,9D,8D,r,r,r,loss
TS,6D,TH,AH,7D,KD,r,c,r,loss
6C,6H,TD,6S,AH,7D,c,c,c,win
TD,JH,6D,8C,8H,TH,c,r,r,loss
6H,7S,9C,TC,8D,7C,c,r,r,loss
8C,QS,8H,6H,6S,TC,r,r,r,loss
8C,KS,TH,AS,6H,8H,c,r,r,loss
9D,QH,KH,KC,6S,8C,r,r,r,loss
KS,7D,TS,KC,JS,QH,c,r,r,loss
AC,KH,9H,QS,QD,7D,c,r,r,win
JH,QS,7D,TS,QH,QC,r,r,r,loss
JH,8C,QS,AH,QC,KD,r,r,r,loss
TS,TD,8H,6S,QH,AS,r,c,r,loss
9D,7C,JH,QS,KH,9S,c,c,c,win
KC,7D,7S,KD,8C,AS,c,r,r,win
JD,9C,TH,8C,6C,7D,r,c,c,win
TD,AH,QS,6H,AS,7H,c,r,r,loss
KH,7S,KS,9S,AS,JD,c,r,r,win
8H,QS,JD,7H,KS,TC,c,r,r,loss
QD,TC,AS,8D,7D,9D,r,r,r,loss
KC,QD,9S,KS,TS,8H,c,c,c,win
8H,7S,9D,QH,6D,JC,c,r,r,win
AC,JH,JS,TS,9S,9C,c,c,r,win
7S,6S,9C,JD,7C,7H,c,r,r,win
6D,8D,7H,AH,6S,JD,r,r,r,loss
8C,KC,AH,KD,7D,7S,c,c,r,loss
9H,8C,9S,7C,JS,TS,c,r,r,win
TS,JS,TH,JD,8D,KS,c,r,r,win
7C,JS,6C,KD,6S,AD,c,r,r,loss
6H,KH,KD,AS,6S,9D,c,c,c,win
7S,JD,KD,8S,6S,TC,c,r,r,loss
9S,AS,JS,8D,QC,TS,c,c,r,win
JS,8H,KS,6S,TH,8D,c,c,c,win
KC,KS,6H,AS,JC,KH,r,r,r,win
KS,7C,AD,9H,QD,8S,c,r,r,loss
9H,KD,KH,AS,JD,AH,r,r,r,loss
KD,8H,QS,7C,JD,TD,c,r,r,loss
6H,TC,QS,JD,6S,KH,c,r,r,win
JS,AC,KD,8S,AS,7C,c,r,r,win
TS,KS,6C,AS,KH,KC,c,c,r,win
TC,KS,JH,8C,QS,9D,c,r,r,win
6C,KH,6H,6S,TH,7D,c,r,r,win
7S,QS,9D,QD,AC,AS,c,c,r,win
8C,6C,7C,TS,QH,QS,c,r,r,loss
TS,TD,8S,QS,KS,TC,c,c,c,win
TD,JD,9S,KS,7D,8C,c,r,r,win
JC,6S,9H,KH,JS,7S,c,r,r,win
QS,TC,KC,JD,9D,6C,c,r,r,win
TD,9S,8C,TS,7D,TC,c,c,r,win
7C,QC,7H,AD,JC,7S,r,r,r,win
TS,8S,9H,JH,KD,TC,r,c,r,loss
9S,AD,8D,KD,8C,TC,c,r,r,loss
7D,KS,8S,QS,QH,AC,c,r,r,loss
6C,JC,AC,JS,7S,9D,c,r,r,win
8C,JS,6D,TC,QC,8H,c,r,r,win
AH,TS,AD,QH,JC,8C,c,c,r,win
8S,QC,7H,6D,TC,7S,c,r,r,loss
9H,7C,JD,6D,9D,KC,c,r,r,loss
7H,KS,TS,7C,AS,8C,c,c,r,loss
6D,8S,JS,TC,9S,7S,c,c,r,win
QS,9C,AS,8C,JH,KD,c,r,r,loss
JC,9C,8H,JD,7S,6D,c,r,r,loss
TC,KD,AC,AS,6H,QS,c,r,r,loss
QD,8C,8D,QS,JH,7C,c,r,r,win
8H,KD,KH,9H,8D,9D,r,r,r,loss
KH,6D,7H,JD,TC,9S,c,r,r,loss
8C,7H,TC,QH,6H,9S,c,c,c,win
AS,7C,8S,7D,TS,KH,c,r,r,loss
TH,9S,9D,9C,QS,KH,c,r,r,win
8C,7H,TD,JH,7C,KC,c,c,c,loss
7C,6S,TS,KC,8C,QD,c,r,r,loss
6S,7C,QS,7H,6H,QD,c,r,r,loss
8H,JH,KD,AH,AD,9D,c,r,r,loss
6H,TC,AS,7S,8C,8H,c,c,r,win
JS,TH,TD,7C,AS,9S,c,c,c,loss
KH,QC,7S,KD,7D,6D,r,r,r,win
JH,AH,9C,AS,7D,8S,c,r,r,win
JS,7H,TC,7S,8D,KD,c,r,r,loss
6D,KC,TD,8D,QC,7D,c,c,c,loss
QC,QH,AD,9H,JS,TS,c,c,c,loss
9H,9S,QS,7D,7S,9C,c,r,r,win
KD,TC,TS,8S,9D,KH,r,c,c,loss
7D,6S,TH,6C,JS,9H,r,r,r,loss
AD,6S,9D,8C,7C,AS,c,c,c,win
9S,KS,KC,8D,TH,9C,c,r,r,win
KH,6C,QD,9C,TD,TH,c,r,r,loss
AD,7H,8H,6S,AS,QD,c,c,c,win
6C,TH,AS,KC,QS,TS,c,r,r,win
JD,9D,8H,JC,9C,KC,c,c,r,win
6H,AS,7H,9D,8C,9C,c,c,r,win
9H,TH,QD,QS,8D,JS,c,r,r,win
7S,AH,TC,8S,8H,9D,c,r,r,loss
8D,6S,TC,AS,JD,6D,r,r,r,loss
7D,AS,8H,KD,JS,AC,c,r,r,loss
KD,7S,QS,9C,JH,6S,c,c,r,loss
7S,8D,TH,7D,TD,KD,r,r,r,loss
KD,6C,9D,TD,8S,TH,c,r,r,loss
9C,AH,TD,6S,7D,AC,c,r,r,win
9C,8H,KS,AS,7D,TH,c,c,c,win
KD,JS,AC,8C,TC,QC,c,c,c,win
6C,AS,KH,AD,JS,7H,c,r,r,loss
JC,JS,TS,AH,TD,9D,r,r,r,win
QS,9C,KD,QH,9S,6C,c,r,r,win
6C,TH,AC,JH,9H,QS,c,c,r,loss
6H,KS,JH,6C,9S,8H,c,c,c,win
9D,QS,KD,AC,JC,QC,c,c,r,win
TC,JC,8D,7C,QH,7H,c,c,r,win
6D,JS,8D,AC,TH,AS,c,r,r,loss
QD,6D,7S,QH,KC,AH,c,c,c,win
8H,9S,QC,TD,8S,JS,r,r,r,loss
6H,QS,AC,8H,JC,KC,c,r,r,loss
7C,9C,8S,9H,QS,8D,c,c,r,loss
AS,9S,8H,9D,AH,8C,c,c,r,win
7C,QS,8D,7S,9H,JD,r,c,r,loss
9D,QD,AS,KC,8D,6S,c,r,r,win
9H,QH,6C,8H,QD,KS,c,r,r,loss
AH,7S,6C,JD,TH,QC,c,c,r,loss
9H,QS,QC,8D,6S,7D,c,r,r,win
KH,9C,9S,8D,6S,KS,c,r,r,win
7C,QH,KC,8S,JD,AD,c,r,r,loss
AH,QH,6H,6D,TH,6C,r,r,r,loss
AC,KD,8S,7S,JH,QC,c,r,r,loss
7C,QH,8C,KS,QC,7D,c,c,c,win
JC,JS,9H,JH,AC,8C,c,r,r,win
QS,JC,QC,QD,9C,8H,c,r,r,win
JD,6C,7S,7D,6H,QH,c,r,r,loss
AS,QC,AD,8H,AC,9S,c,r,r,win
6S,QH,KS,9C,AH,8S,c,c,c,win
9H,7S,JH,8D,KS,6S,c,r,r,loss
6C,6H,TH,AC,KS,AS,r,r,r,loss
KC,KH,8S,9C,6H,TC,c,c,r,loss
6H,9C,8H,QH,6S,6D,r,r,r,win
9C,6C,TH,7C,7S,AS,c,r,r,win
KH,AD,KC,QD,AH,TH,c,c,c,win
TS,9D,QS,7C,AD,7S,r,r,r,loss
8S,QD,8D,9S,KD,KH,r,c,r,win
8C,AS,AC,6H,TS,QC,c,r,r,loss
6S,8H,JC,9C,AH,AD,c,c,r,win
QC,KD,8D,QD,AH,6H,c,r,r,loss
QD,AC,7C,TC,9H,AH,c,r,r,loss
9H,7S,JS,QC,JC,AH,c,r,r,loss
QC,6H,KH,AH,JD,9S,r,r,r,loss
9H,KD,9S,AD,9D,TS,c,r,r,win
KH,7S,9S,JH,JC,8H,c,r,r,loss
6C,6H,6D,JH,8H,KH,c,r,r,win
AH,JC,JH,9D,7D,AC,c,r,r,win
KD,JC,6S,AD,JS,QC,c,r,r,loss
TS,7D,AH,9D,AS,KH,c,r,r,loss
8H,6H,7H,9D,KD,8S,c,r,r,win
JC,KS,KH,AH,9S,JS,c,c,c,win
9S,8D,8S,9H,TC,6S,c,r,r,win
QS,KH,9S,JH,6D,QC,c,r,r,win
8S,AD,8H,KC,TS,AS,c,r,r,win
8S,QC,9H,JD,AS,AC,c,r,r,loss
JC,AC,9D,KS,8C,QD,r,r,r,loss
QD,TD,QH,8S,TH,JH,c,r,r,win
JD,8D,JC,8S,7H,7D,c,c,r,win
JD,6D,KS,7C,TD,8S,r,r,r,loss
QC,KS,7S,8D,TH,6H,c,r,r,loss
KS,6D,8D,KD,JH,QC,r,r,r,loss
9C,TH,QH,6C,6D,TC,c,r,r,win
JC,6D,TC,6H,QD,9C,c,r,r,loss
AD,KD,QH,AH,6D,JH,c,c,r,loss
QC,8D,6H,KC,JD,KH,c,r,r,loss
JD,TD,KD,6H,7D,7C,c,r,r,loss
JD,9D,7H,AD,KS,QD,c,r,r,win
7S,QD,9S,QC,7D,TD,c,c,r,win
JC,8S,KH,6D,KC,6S,r,r,r,loss
6C,TS,6D,9H,8C,KH,c,r,r,loss
6S,QH,AS,JC,8D,8S,c,r,r,loss
9S,KS,8S,7S,QH,9H,c,r,r,win
KD,7C,6D,KS,6H,9D,r,r,r,win
KC,TD,7D,JC,6C,TC,c,r,r,loss
AS,8D,7S,QS,KC,9C,c,c,r,loss
AD,QC,QH,AS,9C,8C,r,r,r,win
6S,6D,KH,KS,JS,JC,c,r,r,loss
7S,7C,8H,9C,TS,TD,c,c,r,loss
TH,6C,6H,8H,8D,6D,c,r,r,win
8C,9S,6S,KC,6D,KH,c,r,r,win
QC,QH,JH,TC,JS,6S,c,r,r,loss
8S,QD,TH,JH,6H,9S,r,c,r,loss
JC,JS,6D,TS,6C,9C,c,r,r,win
JS,7S,TC,AH,QD,9C,c,r,r,loss
AC,AS,JD,AH,7H,8S,c,r,r,win
8D,9D,QH,9C,JH,7C,r,r,r,win
8H,QD,8S,9S,JD,JS,c,r,r,loss
AS,AC,6S,QD,7S,9S,c,r,r,loss
7C,QC,QS,6D,TS,JH,c,c,c,win
QH,7D,6H,7H,9S,7C,c,r,r,win
6H,AH,KH,AD,AS,TD,c,r,r,win
KC,QS,6C,8H,AD,JC,c,c,c,loss
AS,7D,8H,QC,KC,TD,c,r,r,win
TC,9S,7S,6S,7D,QH,c,r,r,win
AD,6D,8D,6C,QS,8S,c,r,r,loss
9D,8H,AH,9S,KH,JD,c,c,c,win
6H,7H,TH,JS,8S,QD,r,c,r,loss
KH,8D,6C,KD,AH,9C,c,r,r,win
8C,JS,7D,8S,KS,8H,c,c,r,win
JS,AH,7D,TD,KS,JC,r,r,r,win
AS,7D,JS,9C,TS,6H,c,r,r,loss
KC,KH,TD,JC,JS,7H,r,r,r,loss
6C,JH,8H,7C,KC,JC,r,r,r,win
JC,JD,JH,QD,QC,KD,r,r,r,win
8D,6S,AD,7D,TD,8H,c,r,r,win
TC,8C,TH,JS,QD,9H,c,c,r,win
9H,6D,8S,QD,9C,AD,r,c,c,win
AD,TH,TC,JS,AS,AH,c,c,r,win
KC,7C,8D,8C,KS,QC,c,r,r,win
9C,8H,6D,JS,9S,9H,c,c,r,win
9H,TD,6H,JH,TS,KD,r,c,r,win
6C,8H,7S,6S,7H,TS,c,r,r,win
JD,KH,8S,JH,6S,9H,c,c,c,loss
JC,7D,6C,AC,6H,TD,c,r,r,loss
JH,7S,AC,7C,AH,KC,c,r,r,loss
8D,TD,TC,6S,KC,7D,c,c,r,win
TH,JC,QC,AD,7C,QH,c,r,r,loss
KH,7H,6H,6C,JC,9S,c,r,r,loss
7H,6C,8C,AD,7S,JS,r,c,r,loss
TS,QS,TH,8S,9H,7D,c,r,r,loss
8H,6D,JC,7H,JH,KC,c,r,r,win
7C,QD,AD,QC,KH,6H,c,c,c,win
7C,TS,9D,6C,9H,AS,r,r,r,loss
QD,JD,QH,9C,6D,TC,c,c,r,loss
9H,KS,8H,AD,8D,AS,c,r,r,win
KH,KC,7S,JC,8H,6H,r,r,r,loss
TD,8C,9S,9C,QH,KC,r,r,r,loss
TD,9H,JD,AH,JS,6C,c,r,r,win
8C,7H,KD,TS,8S,TC,r,c,r,loss
9H,JC,AD,JS,TC,KH,r,r,r,loss
9D,7S,9H,8S,AD,9S,c,r,r,win
AD,QD,6H,7H,KC,8H,c,r,r,loss
9D,QH,6S,9C,QD,8D,r,r,r,loss
9D,AH,QS,6S,AD,8C,c,c,c,win
QD,TS,AH,AS,KD,8S,c,r,r,loss
6H,JD,QS,6C,AC,KD,c,c,c,win
6D,JD,8S,AS,8H,TS,c,r,r,loss
KD,6C,9H,7D,7C,QS,r,r,r,loss
8C,JD,9H,AD,9D,6D,c,r,r,loss
6C,AS,TS,AC,JH,9D,c,r,r,loss
7C,6D,KC,8C,JS,AH,c,r,r,loss
AC,7C,KD,8D,KC,8S,c,r,r,loss
TH,6C,KS,JD,TC,8H,c,c,c,win
QD,KD,TD,9S,QH,KH,c,c,r,loss
6C,6H,6S,KD,9S,6D,c,c,r,win
KD,9C,9D,7C,8D,9H,c,c,r,win
9D,JD,7C,TC,9C,6H,r,c,c,loss
6H,QD,6C,9D,AH,9C,c,c,r,win
8C,9C,8S,AD,8D,TD,c,r,r,win
AD,JH,KC,6D,8H,AS,c,c,c,win
8C,8S,KS,7D,9D,JC,c,r,r,loss
6H,TD,AS,JC,KC,9D,r,r,r,loss
JC,7H,KC,KS,AS,7D,c,r,r,win
JD,QD,AC,8D,9C,8H,c,c,r,win
6S,8C,6C,JD,KD,9D,c,c,r,loss
8S,AH,6S,7S,JH,9D,c,c,r,loss
9C,TC,7S,TS,7D,6C,c,r,r,win
JD,7D,AS,KS,QD,KD,r,r,r,loss
TS,KS,TC,KD,QC,6C,c,c,c,win
AC,KS,TS,8C,KH,AH,c,r,r,win
JD,JH,AD,7D,9S,KS,c,r,r,win
7H,7C,8S,JS,TC,JC,c,c,r,win
9S,KD,JC,KS,QC,9D,c,r,r,win
6S,TS,8H,JH,AS,AD,c,c,r,loss
8H,8S,KH,TD,7D,TC,c,c,r,win
QC,7C,QS,JD,QD,JS,c,r,r,win
AS,9D,JD,TD,9H,QS,c,r,r,loss
KS,AH,JD,9C,AD,7C,c,c,r,win
TC,QS,6S,9C,TD,QC,r,c,r,loss
9H,KC,9D,6C,JC,QC,r,c,r,loss
QC,TD,JS,6S,JC,QH,c,r,r,win
6H,TS,6S,JH,QS,AC,c,c,c,win
KC,9S,TH,TS,AH,9D,c,r,r,loss
KS,QS,JC,7S,TC,AH,c,r,r,win
AS,JC,6S,7C,AH,6C,c,r,r,win
7S,KC,6C,7H,TH,AD,c,r,r,loss
AS,9H,7D,AH,JH,JD,c,r,r,win
QD,JS,AD,9D,6H,TD,c,c,c,win
QS,KD,6S,9C,7S,KS,c,r,r,win
TC,QC,KD,6S,QD,QH,c,c,r,win
6S,KH,7S,JC,JH,TH,c,r,r,loss
QS,JD,QH,7D,KS,AC,c,c,c,win
QD,AS,8H,TH,JC,QC,r,c,r,loss
AH,TH,8D,QC,QS,7H,c,r,r,loss
8C,8D,AD,8S,6H,QC,c,r,r,win
8H,9H,KD,AH,QH,8D,c,c,r,loss
9C,TD,KS,7S,KC,9S,r,r,r,loss
KH,7C,9D,7H,QD,AH,r,r,r,win
